aX,aY,aZ,gX,gY,gZ
-0.736,0.003,0.676,3.167,-0.744,4.523
-0.737,0.004,0.677,3.219,-0.791,4.543
-0.739,0.005,0.678,3.251,-0.843,4.552
-0.740,0.006,0.680,3.272,-0.899,4.554

-0.408,-0.351,1.105,-2.843,-6.797,-4.269
-0.404,-0.363,1.109,-7.611,-12.437,-11.992
-0.399,-0.376,1.117,-9.864,-17.685,-18.643
-0.392,-0.385,1.131,-11.772,-22.588,-24.666
-0.386,-0.391,1.153,-13.092,-27.648,-30.165
-0.379,-0.395,1.178,-14.497,-32.839,-35.226
-0.370,-0.399,1.204,-16.117,-37.639,-40.064
-0.361,-0.407,1.228,-17.812,-41.968,-44.435
-0.351,-0.418,1.252,-19.592,-46.005,-48.040
-0.342,-0.429,1.273,-21.471,-49.514,-50.695
-0.334,-0.438,1.291,-23.304,-52.577,-52.116
-0.325,-0.448,1.307,-25.028,-54.882,-52.703
-0.317,-0.456,1.321,-26.438,-57.133,-52.765
-0.306,-0.465,1.338,-27.533,-58.676,-51.894
-0.295,-0.481,1.350,-27.557,-57.925,-51.566
-0.276,-0.497,1.366,-26.622,-56.972,-52.006
-0.266,-0.509,1.387,-25.362,-56.858,-51.788
-0.253,-0.525,1.408,-24.124,-56.443,-51.182
-0.238,-0.541,1.427,-22.522,-55.461,-50.797
-0.223,-0.557,1.448,-20.941,-54.183,-50.208
-0.209,-0.573,1.468,-19.224,-52.310,-49.441
-0.196,-0.588,1.488,-17.176,-49.928,-48.588
-0.185,-0.603,1.508,-14.758,-47.408,-47.579
-0.174,-0.616,1.527,-12.165,-44.341,-46.081
-0.163,-0.627,1.547,-9.664,-40.650,-44.248
-0.154,-0.637,1.565,-7.419,-36.522,-42.146
-0.144,-0.645,1.582,-5.587,-32.186,-39.770
-0.135,-0.654,1.595,-4.142,-27.461,-37.177
-0.125,-0.663,1.604,-2.850,-21.996,-34.548
-0.114,-0.672,1.609,-1.547,-15.320,-31.970
-0.102,-0.683,1.610,-0.137,-7.496,-29.390
-0.090,-0.694,1.609,1.750,1.352,-27.016
-0.079,-0.705,1.605,4.173,11.033,-24.732
-0.068,-0.716,1.600,7.289,21.241,-22.632
-0.057,-0.726,1.593,11.185,32.223,-20.701
-0.048,-0.735,1.583,15.849,43.149,-19.001
-0.041,-0.743,1.573,21.090,54.054,-17.366
-0.034,-0.748,1.560,26.785,64.677,-15.864
-0.029,-0.751,1.547,32.357,74.869,-14.433
-0.025,-0.752,1.532,37.574,84.588,-12.979
-0.022,-0.752,1.514,42.330,93.973,-11.529
-0.020,-0.751,1.494,46.672,102.589,-10.154
-0.020,-0.749,1.474,50.581,110.269,-8.840
-0.021,-0.746,1.453,53.950,117.037,-7.675
-0.022,-0.742,1.432,56.932,122.757,-6.750
-0.023,-0.737,1.409,59.459,127.188,-6.061
-0.024,-0.731,1.385,61.522,130.792,-5.581
-0.025,-0.724,1.360,63.266,133.552,-5.305
-0.026,-0.716,1.335,64.756,135.790,-5.210
-0.027,-0.709,1.309,66.198,137.600,-5.240
-0.029,-0.701,1.282,67.594,139.087,-5.340
-0.030,-0.693,1.255,69.124,140.222,-5.501
-0.031,-0.685,1.228,70.990,141.008,-5.739
-0.033,-0.676,1.202,73.307,141.374,-6.103
-0.034,-0.667,1.177,76.327,141.333,-6.621
-0.036,-0.658,1.154,79.734,140.981,-7.218
-0.037,-0.649,1.133,83.583,140.294,-7.889
-0.038,-0.639,1.112,87.683,139.550,-8.569
-0.039,-0.630,1.092,91.969,138.841,-9.209
