aX,aY,aZ,gX,gY,gZ
0.307,-0.704,0.876,7.266,13.567,6.675
0.300,-0.712,0.869,7.013,12.597,6.509
0.294,-0.721,0.861,6.769,11.819,6.453
0.288,-0.727,0.852,6.427,11.171,6.430
0.281,-0.731,0.843,5.829,10.638,6.407
0.274,-0.733,0.835,5.057,10.147,6.327
0.268,-0.734,0.828,4.169,9.670,6.160
0.264,-0.735,0.821,3.249,9.165,5.876
0.259,-0.734,0.815,2.370,8.611,5.494
0.255,-0.733,0.808,1.560,8.034,5.073
0.251,-0.732,0.800,0.792,7.403,4.640
0.247,-0.733,0.793,0.181,6.735,4.178
0.245,-0.736,0.786,-0.242,6.106,3.703
0.244,-0.740,0.779,-0.599,5.479,3.249
0.242,-0.743,0.773,-0.880,4.842,2.782
0.241,-0.748,0.766,-1.062,4.205,2.309
0.240,-0.752,0.760,-1.170,3.615,1.977
0.240,-0.756,0.754,-1.244,3.100,1.872
0.240,-0.760,0.748,-1.293,2.666,1.957
0.239,-0.763,0.742,-1.334,2.290,2.160
0.237,-0.764,0.737,-1.428,1.953,2.403
0.235,-0.765,0.732,-1.599,1.624,2.648
0.232,-0.766,0.727,-1.857,1.302,2.866
0.230,-0.767,0.723,-2.190,0.976,3.039
0.227,-0.768,0.718,-2.601,0.652,3.156
0.224,-0.768,0.714,-3.100,0.336,3.217
0.222,-0.769,0.709,-3.661,0.044,3.219
0.220,-0.769,0.705,-4.232,-0.228,3.170
0.218,-0.770,0.700,-4.812,-0.475,3.071
0.217,-0.772,0.695,-5.361,-0.721,2.816
0.215,-0.773,0.689,-5.733,-0.877,2.454
0.214,-0.775,0.684,-6.086,-0.984,2.203
0.214,-0.777,0.679,-6.386,-1.022,2.091
0.213,-0.779,0.675,-6.616,-1.012,2.063
0.213,-0.781,0.671,-6.782,-0.917,2.165
0.212,-0.783,0.668,-6.862,-0.870,2.170
0.211,-0.784,0.665,-6.949,-0.815,2.224
0.210,-0.786,0.664,-6.948,-0.831,2.124
0.208,-0.786,0.662,-6.924,-0.952,1.928
0.206,-0.786,0.661,-6.912,-1.114,1.785
0.205,-0.788,0.660,-6.856,-1.310,1.702
0.205,-0.789,0.658,-6.762,-1.532,1.643
0.204,-0.790,0.657,-6.652,-1.789,1.564
0.204,-0.791,0.655,-6.529,-2.046,1.459
0.203,-0.792,0.653,-5.806,-2.291,1.344
0.203,-0.794,0.650,-5.609,-2.518,1.215
0.202,-0.795,0.648,-5.363,-2.718,1.102
0.202,-0.797,0.645,-5.084,-2.855,1.027
0.202,-0.798,0.642,-4.790,-2.947,0.984
0.202,-0.800,0.640,-4.481,-3.012,0.959
0.202,-0.801,0.639,-4.171,-3.075,0.958
0.202,-0.803,0.637,-3.852,-3.140,0.973
0.202,-0.804,0.636,-3.553,-3.233,0.989
0.202,-0.804,0.636,-3.272,-3.367,1.022
0.202,-0.805,0.635,-2.997,-3.585,1.072
0.202,-0.806,0.635,-2.687,-3.851,1.144
0.202,-0.806,0.636,-2.376,-4.148,1.251
0.202,-0.806,0.637,-2.050,-4.455,1.374
0.202,-0.807,0.637,-1.712,-4.776,1.505
0.201,-0.808,0.637,-1.387,-5.107,1.654
0.201,-0.808,0.637,-1.060,-5.446,1.805
0.200,-0.808,0.637,-0.753,-5.782,1.968
0.199,-0.808,0.636,-0.463,-6.095,2.138
0.198,-0.808,0.634,-0.167,-6.373,2.317
0.198,-0.808,0.632,0.153,-6.649,2.501
0.197,-0.808,0.630,0.596,-6.983,2.668
0.197,-0.809,0.628,1.354,-7.246,2.824
0.197,-0.809,0.626,2.234,-7.500,2.935
0.196,-0.810,0.625,3.233,-7.797,2.968
0.196,-0.812,0.624,4.522,-8.078,2.937
0.196,-0.815,0.623,5.914,-8.294,2.876
0.197,-0.816,0.623,7.377,-8.417,2.806
0.198,-0.817,0.622,8.850,-8.462,2.732
0.198,-0.817,0.622,10.214,-8.438,2.669
0.197,-0.817,0.622,11.375,-8.385,2.635
0.197,-0.816,0.622,12.309,-8.317,2.617
0.196,-0.814,0.622,13.016,-8.274,2.602
0.195,-0.812,0.622,13.487,-8.212,2.578
0.194,-0.810,0.622,13.813,-8.155,2.539
0.193,-0.808,0.622,14.014,-8.119,2.479
0.192,-0.806,0.623,14.130,-8.134,2.406
0.191,-0.804,0.624,14.167,-8.163,2.305
0.190,-0.802,0.625,14.076,-8.190,2.185
0.190,-0.800,0.625,13.905,-8.212,2.024
0.190,-0.800,0.625,13.744,-8.189,1.831
0.190,-0.801,0.625,13.652,-8.125,1.561
0.191,-0.802,0.625,13.601,-7.976,1.290
0.192,-0.802,0.626,13.604,-7.667,1.080
0.193,-0.801,0.626,13.682,-7.314,0.915
0.193,-0.801,0.627,13.829,-6.958,0.797
0.193,-0.799,0.628,14.021,-6.631,0.749
0.193,-0.797,0.630,14.187,-6.324,0.724
0.193,-0.795,0.632,14.262,-5.983,0.700
0.193,-0.793,0.634,14.281,-5.615,0.684
0.193,-0.791,0.636,14.281,-5.269,0.664
0.194,-0.789,0.638,14.182,-4.881,0.636
0.195,-0.787,0.640,14.045,-4.330,0.627
0.198,-0.787,0.643,13.966,-3.691,0.509
0.199,-0.786,0.647,13.931,-2.988,0.324
0.201,-0.784,0.652,13.927,-2.266,0.110
0.206,-0.782,0.657,13.931,-1.483,-0.108
0.207,-0.780,0.662,13.909,-0.657,-0.315

0.252,-0.790,0.818,16.347,4.504,-0.832
0.252,-0.789,0.824,19.023,10.026,-1.305
0.251,-0.787,0.829,21.598,15.656,-1.701
0.249,-0.784,0.835,23.815,21.248,-2.021
0.247,-0.781,0.840,25.481,26.628,-2.273
0.244,-0.777,0.844,26.573,31.702,-2.489
0.241,-0.773,0.848,27.216,36.423,-2.706
0.238,-0.769,0.852,27.615,40.799,-2.949
0.235,-0.768,0.855,27.908,45.000,-3.230
0.233,-0.768,0.857,28.247,49.187,-3.523
0.231,-0.769,0.859,28.698,53.528,-3.839
0.229,-0.770,0.860,29.295,58.325,-4.217
0.226,-0.771,0.860,30.043,63.320,-4.628
0.223,-0.771,0.861,30.965,68.462,-5.057
0.219,-0.771,0.861,31.987,73.658,-5.468
0.215,-0.770,0.862,33.066,78.740,-5.803
0.210,-0.768,0.864,34.051,83.550,-6.072
0.205,-0.767,0.865,34.941,88.106,-6.262
0.201,-0.766,0.866,35.702,92.439,-6.404
0.197,-0.765,0.866,36.349,96.574,-6.499
0.192,-0.763,0.865,36.908,100.443,-6.561
0.187,-0.761,0.864,37.461,104.029,-6.619
0.181,-0.758,0.862,38.034,107.438,-6.712
0.175,-0.756,0.858,38.590,110.712,-6.821
0.170,-0.754,0.854,39.108,113.928,-6.934
0.164,-0.752,0.849,39.584,117.236,-7.014
0.157,-0.749,0.842,40.035,120.757,-7.087
0.150,-0.745,0.835,40.421,124.203,-7.155
0.142,-0.742,0.827,40.753,127.452,-7.220
0.134,-0.737,0.819,40.969,130.419,-7.296
0.124,-0.732,0.812,41.020,132.999,-7.403
0.114,-0.726,0.803,40.964,135.094,-7.559
0.104,-0.721,0.795,40.830,136.656,-7.785
0.093,-0.716,0.786,40.630,137.601,-8.077
0.083,-0.711,0.776,40.421,138.135,-8.426
0.073,-0.707,0.765,40.245,138.323,-8.852
0.063,-0.704,0.754,40.150,138.293,-9.352
0.053,-0.700,0.741,40.116,138.114,-9.878
0.043,-0.695,0.728,40.124,137.814,-10.439
0.032,-0.690,0.714,40.111,137.309,-11.034
0.021,-0.684,0.700,40.004,136.603,-11.655
0.009,-0.678,0.686,39.765,135.657,-12.308
-0.003,-0.672,0.672,39.355,134.405,-12.984
-0.014,-0.666,0.658,38.703,132.853,-13.685
-0.026,-0.661,0.643,37.939,131.030,-14.408
-0.037,-0.656,0.627,37.048,128.954,-15.134
-0.049,-0.650,0.610,36.144,126.695,-15.901
-0.060,-0.647,0.592,35.348,124.271,-16.788
-0.070,-0.644,0.575,34.632,121.706,-17.745
