aX,aY,aZ,gX,gY,gZ
0.746,-1.440,0.428,40.040,-4.240,-40.592
0.742,-1.454,0.447,-4.024,-4.014,-45.538
0.741,-1.485,0.446,-38.976,1.369,-45.572
0.737,-1.517,0.436,-50.959,28.392,-41.876
0.746,-1.554,0.420,-53.786,42.287,-33.216
0.712,-1.568,0.393,-49.931,43.453,-30.469
0.677,-1.559,0.378,-43.461,42.742,-29.586
0.651,-1.537,0.364,-39.415,40.850,-26.307
0.624,-1.518,0.344,-36.235,36.885,-25.541
0.594,-1.497,0.329,-33.795,31.427,-25.770
0.576,-1.479,0.325,-31.828,30.108,-25.390
0.566,-1.473,0.324,-30.267,30.593,-22.225
0.558,-1.470,0.314,-24.696,31.613,-18.544
0.544,-1.458,0.302,-16.067,31.572,-15.936
0.524,-1.442,0.299,-8.707,31.090,-13.429
0.508,-1.423,0.293,-3.848,29.906,-10.157
0.489,-1.404,0.287,-0.155,26.960,-6.981
0.468,-1.386,0.282,2.594,22.395,-4.395
0.450,-1.369,0.280,4.608,17.745,-2.088
0.434,-1.353,0.279,6.094,14.506,-0.138
0.421,-1.337,0.278,7.343,12.407,1.429
0.408,-1.322,0.277,8.279,11.278,2.636
0.395,-1.307,0.274,8.883,10.755,3.837
0.382,-1.294,0.272,9.251,10.375,4.550
0.368,-1.281,0.273,9.142,10.854,5.266
0.359,-1.268,0.267,8.942,10.926,5.840
0.343,-1.256,0.262,8.693,10.556,6.084
0.327,-1.244,0.256,8.368,9.987,6.191
0.315,-1.234,0.253,7.990,9.541,6.454
0.305,-1.226,0.249,7.646,9.369,6.942
0.297,-1.218,0.246,7.414,9.593,7.563
0.287,-1.210,0.241,7.438,9.745,7.938
0.276,-1.202,0.236,7.570,9.757,8.076
0.265,-1.192,0.232,7.544,9.697,8.154
