aX,aY,aZ,gX,gY,gZ
-0.350,-0.717,0.290,-30.877,-85.119,65.804
-0.365,-0.719,0.290,-27.762,-78.239,62.660
-0.379,-0.718,0.289,-25.118,-71.390,59.644
-0.393,-0.716,0.288,-22.956,-64.141,56.704
-0.407,-0.714,0.285,-21.105,-56.848,53.766
-0.421,-0.711,0.282,-19.360,-49.711,50.937
-0.435,-0.708,0.276,-17.626,-42.902,48.287
-0.448,-0.705,0.268,-16.002,-36.854,45.869
-0.460,-0.703,0.260,-14.543,-31.914,43.852
-0.472,-0.701,0.252,-13.503,-28.461,42.176
-0.484,-0.698,0.244,-12.868,-26.903,40.837
-0.497,-0.696,0.238,-12.556,-26.459,39.798
-0.509,-0.695,0.232,-12.575,-26.724,38.975
-0.520,-0.693,0.227,-12.829,-27.646,38.239
-0.529,-0.693,0.224,-13.189,-28.946,37.594
-0.536,-0.693,0.222,-13.513,-30.027,37.061
-0.542,-0.694,0.220,-13.664,-30.644,36.604
-0.547,-0.695,0.218,-13.580,-30.653,36.197
-0.551,-0.696,0.216,-13.297,-30.333,35.812
-0.555,-0.696,0.215,-12.856,-29.678,35.395
-0.559,-0.695,0.213,-12.366,-28.735,34.932
-0.564,-0.692,0.210,-11.898,-27.581,34.402
-0.569,-0.689,0.208,-11.509,-26.390,33.771
-0.574,-0.686,0.205,-11.221,-25.189,33.085
-0.579,-0.682,0.203,-11.031,-23.963,32.325
-0.584,-0.679,0.200,-10.899,-22.703,31.469
-0.588,-0.676,0.198,-10.817,-21.374,30.485
-0.592,-0.674,0.196,-10.732,-19.929,29.435
-0.595,-0.672,0.193,-10.634,-18.265,28.357
-0.599,-0.670,0.191,-10.517,-16.489,27.287
-0.603,-0.669,0.188,-10.361,-14.692,26.244
-0.607,-0.668,0.186,-10.143,-13.034,25.255
-0.611,-0.668,0.184,-9.873,-11.621,24.328
-0.616,-0.667,0.182,-9.608,-10.453,23.450
-0.621,-0.666,0.180,-9.376,-9.463,22.613
-0.625,-0.666,0.179,-9.190,-8.654,21.817
-0.630,-0.666,0.178,-9.036,-7.973,21.052
-0.634,-0.665,0.177,-8.911,-7.399,20.303
-0.638,-0.666,0.176,-8.821,-6.932,19.559
-0.642,-0.666,0.175,-8.753,-6.510,18.851
-0.646,-0.667,0.173,-8.666,-6.094,18.209
-0.650,-0.669,0.171,-8.510,-5.686,17.627
-0.655,-0.670,0.169,-8.308,-5.303,17.092
-0.659,-0.671,0.167,-8.064,-4.915,16.625
-0.663,-0.672,0.166,-7.801,-4.532,16.207
-0.667,-0.673,0.164,-7.524,-4.197,15.823
-0.671,-0.674,0.162,-7.238,-3.934,15.479
-0.675,-0.674,0.161,-6.939,-3.747,15.186
-0.678,-0.675,0.161,-6.629,-3.627,14.929
-0.681,-0.676,0.161,-6.300,-3.549,14.701
-0.684,-0.676,0.161,-5.952,-3.480,14.491
-0.686,-0.677,0.162,-5.570,-3.402,14.294
-0.689,-0.677,0.164,-5.149,-3.299,14.108
-0.691,-0.677,0.166,-4.668,-3.159,13.931
-0.693,-0.678,0.168,-4.071,-2.959,13.766
-0.696,-0.678,0.170,-3.403,-2.675,13.606
-0.698,-0.678,0.172,-2.639,-2.229,13.443
-0.700,-0.677,0.173,-1.749,-1.649,13.276
-0.702,-0.676,0.174,-0.692,-0.965,13.097
-0.705,-0.674,0.175,0.440,-0.193,12.904
-0.707,-0.672,0.177,1.579,0.634,12.673
-0.710,-0.669,0.178,2.672,1.429,12.383
-0.713,-0.665,0.180,3.666,2.184,11.981
-0.715,-0.660,0.183,4.546,2.914,11.480
-0.718,-0.656,0.185,5.353,3.600,10.848
-0.721,-0.651,0.189,6.104,4.261,10.076
-0.724,-0.648,0.192,6.817,4.975,9.160
-0.726,-0.645,0.196,7.525,5.867,8.108
-0.728,-0.643,0.199,8.326,7.029,6.982
-0.730,-0.642,0.201,9.261,8.601,5.808
-0.732,-0.641,0.204,10.362,10.437,4.608
-0.734,-0.640,0.206,11.632,12.513,3.403
-0.737,-0.638,0.207,13.034,14.756,2.181
-0.740,-0.636,0.208,14.444,17.010,0.928

-0.756,-0.199,0.957,11.453,20.906,1.256
-0.755,-0.212,0.957,10.859,27.044,1.633
-0.758,-0.225,0.952,12.383,34.757,1.853
-0.764,-0.241,0.945,15.985,43.105,1.789
-0.771,-0.258,0.932,21.207,51.236,1.448
-0.775,-0.272,0.915,26.568,58.356,0.958
-0.779,-0.282,0.895,30.697,64.208,0.381
-0.784,-0.291,0.872,33.004,68.629,-0.437
-0.789,-0.299,0.848,34.492,71.586,-1.436
-0.795,-0.306,0.823,35.483,72.990,-2.613
-0.800,-0.311,0.798,36.040,73.715,-4.064
-0.804,-0.315,0.774,36.055,74.131,-5.969
-0.807,-0.319,0.751,35.727,74.533,-8.116
-0.808,-0.324,0.730,35.177,75.103,-10.213
-0.809,-0.332,0.709,34.521,75.715,-11.932
-0.811,-0.342,0.688,33.863,75.934,-13.082
-0.813,-0.354,0.668,33.292,75.233,-13.328
-0.818,-0.365,0.648,32.720,73.467,-13.080
-0.823,-0.375,0.627,32.071,70.740,-12.518
-0.829,-0.382,0.608,31.204,65.132,-11.696
-0.834,-0.388,0.589,29.892,56.952,-10.735
-0.836,-0.394,0.573,28.078,47.838,-9.778
-0.835,-0.401,0.558,26.156,39.780,-8.861
-0.832,-0.408,0.544,24.478,33.696,-7.997
-0.828,-0.415,0.531,23.223,29.602,-7.176
-0.824,-0.422,0.519,22.517,27.107,-6.427
-0.820,-0.427,0.508,22.055,25.671,-5.777
