aX,aY,aZ,gX,gY,gZ
-0.649,-0.756,0.044,3.116,-21.415,4.647
-0.649,-0.755,0.048,2.918,-21.183,4.628
-0.649,-0.755,0.052,2.721,-20.898,4.616
-0.648,-0.754,0.056,2.545,-20.575,4.605
-0.648,-0.754,0.060,2.395,-20.203,4.594
-0.648,-0.754,0.064,2.262,-19.794,4.582
-0.648,-0.754,0.067,2.132,-19.363,4.566
-0.648,-0.753,0.070,2.000,-18.919,4.537
-0.648,-0.753,0.073,1.854,-18.488,4.502
-0.648,-0.753,0.076,1.698,-18.062,4.459
-0.648,-0.753,0.079,1.530,-17.646,4.410
-0.648,-0.753,0.081,1.358,-17.236,4.355
-0.648,-0.753,0.084,1.173,-16.853,4.303
-0.648,-0.753,0.086,0.964,-16.458,4.260
-0.648,-0.752,0.088,0.756,-16.059,4.227
-0.649,-0.752,0.089,0.592,-15.677,4.196
-0.649,-0.752,0.091,0.455,-15.327,4.165
-0.649,-0.752,0.093,0.345,-14.997,4.133
-0.649,-0.752,0.095,0.237,-14.671,4.103
-0.649,-0.752,0.097,0.142,-14.321,4.068
-0.649,-0.752,0.098,0.063,-13.952,4.039
-0.649,-0.752,0.100,-0.006,-13.586,4.008
-0.649,-0.752,0.102,-0.086,-13.223,3.980
-0.649,-0.751,0.103,-0.213,-12.888,3.958
-0.649,-0.751,0.104,-0.390,-12.543,3.942
-0.649,-0.751,0.105,-0.612,-12.227,3.928
-0.650,-0.750,0.106,-0.878,-11.948,3.911
-0.650,-0.750,0.107,-1.163,-11.713,3.889
-0.650,-0.750,0.108,-1.472,-11.516,3.866
-0.650,-0.749,0.109,-1.785,-11.314,3.845
-0.650,-0.749,0.109,-2.063,-11.083,3.823

-0.200,-0.893,0.825,0.897,-7.577,-3.336
-0.190,-0.898,0.840,2.930,-2.125,-10.146
-0.179,-0.903,0.854,3.850,5.732,-15.891
-0.167,-0.909,0.864,4.345,16.239,-20.733
-0.154,-0.918,0.872,4.675,29.334,-24.802
-0.141,-0.930,0.876,4.977,45.068,-28.242
-0.129,-0.943,0.877,5.418,61.627,-31.186
-0.118,-0.957,0.878,6.134,78.816,-33.701
-0.106,-0.972,0.880,7.266,96.587,-35.665
-0.096,-0.987,0.880,8.884,114.497,-37.183
-0.086,-1.001,0.879,11.137,133.176,-38.238
-0.078,-1.013,0.876,14.062,151.512,-38.824
-0.072,-1.024,0.871,17.302,169.108,-38.907
-0.069,-1.031,0.866,20.377,185.285,-38.453
-0.067,-1.035,0.859,22.977,199.514,-37.795
-0.066,-1.038,0.849,25.122,211.897,-37.121
-0.064,-1.039,0.837,26.766,222.859,-36.532
-0.063,-1.040,0.823,27.850,232.334,-36.009
-0.063,-1.041,0.806,28.623,240.301,-35.594
-0.063,-1.043,0.788,29.393,247.283,-35.402
-0.064,-1.046,0.767,30.180,253.752,-35.283
-0.066,-1.048,0.745,30.934,259.591,-35.039
-0.069,-1.051,0.721,31.612,264.612,-34.664
-0.073,-1.053,0.696,32.090,268.713,-34.194
-0.078,-1.054,0.672,32.323,271.978,-33.701
-0.082,-1.054,0.645,32.422,274.239,-33.194
-0.086,-1.056,0.616,32.568,275.834,-32.681
-0.088,-1.058,0.588,32.794,276.581,-32.127
-0.091,-1.059,0.558,33.145,276.633,-31.551
-0.091,-1.060,0.526,33.709,276.144,-30.975
-0.092,-1.061,0.493,34.584,274.854,-30.378
-0.091,-1.061,0.458,35.736,272.506,-29.733
-0.091,-1.060,0.422,37.040,269.601,-29.048
-0.090,-1.058,0.387,38.284,266.000,-28.311
-0.090,-1.055,0.354,39.338,261.655,-27.544
-0.090,-1.052,0.323,40.164,256.643,-26.780
-0.090,-1.047,0.293,40.706,250.689,-26.003
-0.090,-1.043,0.265,40.944,244.294,-25.164
-0.091,-1.038,0.239,40.793,237.438,-24.219
-0.093,-1.034,0.213,40.470,230.287,-23.210
-0.095,-1.030,0.188,40.062,223.022,-22.152
-0.098,-1.026,0.164,39.588,215.655,-21.021
-0.102,-1.022,0.139,39.138,208.465,-19.849
-0.106,-1.019,0.115,38.766,201.509,-18.668
-0.110,-1.014,0.092,38.413,194.802,-17.762
-0.115,-1.010,0.072,37.982,188.365,-16.542
-0.121,-1.004,0.050,37.893,182.208,-15.498
-0.124,-0.996,0.030,37.576,176.395,-14.120
-0.133,-0.989,0.013,38.056,170.891,-13.068
-0.135,-0.983,-0.003,38.051,165.659,-11.261
-0.144,-0.979,-0.018,37.895,160.451,-9.578
-0.156,-0.972,-0.034,37.822,155.878,-8.456
-0.167,-0.964,-0.047,37.492,151.445,-7.770
-0.175,-0.956,-0.059,36.790,147.051,-7.483
-0.182,-0.949,-0.070,36.063,142.680,-7.262
-0.190,-0.944,-0.079,35.311,138.419,-6.978
-0.199,-0.940,-0.089,34.608,134.270,-6.655
-0.208,-0.936,-0.098,33.891,130.261,-6.256
-0.217,-0.931,-0.107,33.159,126.393,-5.754
-0.227,-0.927,-0.116,32.459,122.663,-5.309
-0.236,-0.922,-0.123,31.758,119.055,-4.977
-0.246,-0.917,-0.129,31.030,115.564,-4.753
-0.255,-0.913,-0.133,30.259,112.189,-4.619
-0.264,-0.909,-0.138,29.482,108.922,-4.503
-0.272,-0.907,-0.142,28.747,105.762,-4.356
-0.281,-0.904,-0.147,28.071,102.702,-4.179
-0.289,-0.902,-0.151,27.428,99.728,-3.974
-0.297,-0.900,-0.156,26.800,96.832,-3.760
-0.304,-0.898,-0.161,26.217,94.019,-3.552
-0.312,-0.895,-0.166,25.675,91.288,-3.363
-0.319,-0.893,-0.170,25.124,88.637,-3.190
-0.326,-0.891,-0.172,24.539,86.061,-3.018
-0.334,-0.889,-0.173,23.927,83.560,-2.862
-0.341,-0.887,-0.174,23.295,81.129,-2.733
-0.348,-0.886,-0.174,22.604,78.764,-2.636
-0.356,-0.884,-0.174,21.776,76.465,-2.541
-0.363,-0.883,-0.173,20.861,74.194,-2.438
-0.370,-0.882,-0.173,19.932,71.956,-2.324
-0.377,-0.881,-0.174,19.070,69.780,-2.197
-0.384,-0.880,-0.174,18.287,67.667,-2.055
-0.390,-0.879,-0.174,17.528,65.605,-1.904
-0.397,-0.878,-0.173,16.776,63.504,-1.756
-0.402,-0.878,-0.174,16.104,61.455,-1.607
-0.408,-0.878,-0.174,15.579,59.456,-1.457
-0.413,-0.878,-0.175,15.251,57.501,-1.308
-0.417,-0.879,-0.175,15.040,55.552,-1.142
-0.422,-0.879,-0.173,14.910,53.607,-0.963
-0.427,-0.878,-0.171,14.792,51.718,-0.765
-0.431,-0.878,-0.167,14.650,49.915,-0.565
-0.435,-0.877,-0.163,14.469,48.247,-0.368
