aX,aY,aZ,gX,gY,gZ
0.550,-0.151,0.909,-4.587,-8.355,-2.404
0.549,-0.151,0.908,-4.461,-8.099,-2.373
0.548,-0.152,0.906,-4.364,-7.867,-2.375
0.548,-0.152,0.905,-4.330,-7.690,-2.407
0.547,-0.153,0.903,-4.328,-7.577,-2.439
0.547,-0.154,0.901,-4.307,-7.493,-2.486
0.547,-0.155,0.899,-4.273,-7.393,-2.543
0.547,-0.155,0.896,-4.228,-7.281,-2.589
0.547,-0.156,0.894,-4.148,-7.192,-2.625
0.547,-0.157,0.892,-4.035,-7.093,-2.642
0.547,-0.157,0.889,-3.882,-6.952,-2.648
0.547,-0.158,0.887,-3.702,-6.743,-2.647
0.547,-0.158,0.885,-3.529,-6.522,-2.629
0.547,-0.158,0.884,-3.404,-6.322,-2.601
0.547,-0.159,0.883,-3.323,-6.147,-2.577
0.546,-0.160,0.882,-3.285,-6.025,-2.545
0.546,-0.160,0.880,-3.269,-5.961,-2.514
0.546,-0.161,0.878,-3.260,-5.905,-2.488
0.546,-0.161,0.877,-3.245,-5.861,-2.462
0.546,-0.162,0.875,-3.209,-5.815,-2.429
0.546,-0.162,0.874,-3.127,-5.787,-2.403
0.546,-0.163,0.873,-3.023,-5.772,-2.370
0.546,-0.164,0.871,-2.904,-5.739,-2.331
0.546,-0.164,0.869,-2.770,-5.680,-2.298
0.546,-0.164,0.868,-2.663,-5.584,-2.266
0.547,-0.164,0.867,-2.613,-5.474,-2.237
0.547,-0.163,0.866,-2.624,-5.373,-2.208
0.547,-0.163,0.865,-2.669,-5.291,-2.191
0.547,-0.163,0.864,-2.739,-5.208,-2.183
0.547,-0.164,0.864,-2.831,-5.139,-2.157
0.547,-0.164,0.863,-2.898,-5.110,-2.124
0.547,-0.165,0.863,-2.930,-5.098,-2.087
0.547,-0.165,0.863,-2.915,-5.089,-2.034
0.547,-0.165,0.863,-2.870,-5.089,-1.970
0.547,-0.166,0.862,-2.814,-5.086,-1.890
0.547,-0.166,0.861,-2.750,-5.057,-1.809
0.547,-0.166,0.860,-2.681,-4.984,-1.724
0.547,-0.166,0.859,-2.623,-4.893,-1.623
0.547,-0.165,0.859,-2.570,-4.788,-1.535
0.547,-0.165,0.859,-2.547,-4.676,-1.464
0.547,-0.165,0.859,-2.554,-4.578,-1.409
0.547,-0.165,0.859,-2.599,-4.504,-1.379
0.547,-0.165,0.859,-2.662,-4.453,-1.363
0.547,-0.165,0.859,-2.724,-4.430,-1.353
0.547,-0.166,0.859,-2.772,-4.443,-1.345
0.546,-0.166,0.858,-2.800,-4.468,-1.341
0.546,-0.166,0.858,-2.780,-4.499,-1.329
0.546,-0.166,0.857,-2.755,-4.508,-1.300
0.546,-0.166,0.856,-2.739,-4.508,-1.261
0.546,-0.165,0.855,-2.721,-4.475,-1.214
0.546,-0.165,0.855,-2.704,-4.413,-1.174
0.546,-0.165,0.854,-2.687,-4.334,-1.129
0.546,-0.165,0.854,-2.674,-4.253,-1.091
0.546,-0.165,0.855,-2.680,-4.181,-1.073
0.546,-0.165,0.855,-2.681,-4.121,-1.066
0.547,-0.166,0.855,-2.684,-4.073,-1.067
0.547,-0.165,0.855,-2.695,-4.035,-1.087
0.547,-0.165,0.855,-2.721,-4.014,-1.107
0.547,-0.165,0.855,-2.762,-4.018,-1.128
0.547,-0.166,0.854,-2.794,-4.013,-1.142
0.548,-0.166,0.853,-2.800,-3.966,-1.152
0.548,-0.165,0.853,-2.780,-3.878,-1.137
0.548,-0.165,0.852,-2.747,-3.770,-1.110
0.548,-0.165,0.853,-2.703,-3.668,-1.074
0.548,-0.166,0.853,-2.656,-3.589,-1.028
0.548,-0.166,0.853,-2.615,-3.496,-1.005
0.549,-0.166,0.853,-2.560,-3.405,-0.976
0.549,-0.166,0.853,-2.509,-3.320,-0.945
0.549,-0.165,0.853,-2.496,-3.229,-0.932
0.549,-0.165,0.853,-2.516,-3.143,-0.924
0.549,-0.165,0.854,-2.556,-3.082,-0.936
0.549,-0.165,0.854,-2.594,-3.059,-0.959
0.548,-0.165,0.854,-2.623,-3.077,-0.993
0.548,-0.166,0.853,-2.612,-3.083,-1.036
0.549,-0.166,0.851,-2.541,-3.066,-1.071
0.549,-0.166,0.851,-2.452,-3.022,-1.096
0.549,-0.166,0.850,-2.369,-2.960,-1.132
0.549,-0.166,0.850,-2.295,-2.903,-1.164
0.549,-0.166,0.850,-2.236,-2.863,-1.203
0.549,-0.166,0.850,-2.226,-2.842,-1.266
0.549,-0.166,0.850,-2.261,-2.865,-1.329
0.549,-0.166,0.850,-2.314,-2.939,-1.392
0.549,-0.166,0.849,-2.345,-2.977,-1.463
0.550,-0.166,0.847,-2.314,-2.978,-1.516
0.550,-0.166,0.847,-2.213,-2.944,-1.552
0.550,-0.166,0.846,-2.121,-2.885,-1.585
0.550,-0.166,0.846,-2.056,-2.812,-1.613
0.551,-0.166,0.846,-2.015,-2.748,-1.629
0.551,-0.167,0.846,-2.000,-2.697,-1.647
0.551,-0.167,0.845,-1.987,-2.649,-1.646
0.551,-0.167,0.844,-1.973,-2.594,-1.638
0.551,-0.167,0.844,-1.955,-2.533,-1.617
0.551,-0.167,0.844,-1.927,-2.476,-1.596
0.552,-0.167,0.844,-1.888,-2.433,-1.575
0.552,-0.168,0.845,-1.846,-2.401,-1.565
0.552,-0.168,0.845,-1.802,-2.383,-1.566
0.552,-0.169,0.845,-1.756,-2.395,-1.571
0.552,-0.169,0.845,-1.714,-2.422,-1.581
0.552,-0.169,0.844,-1.678,-2.448,-1.585

0.171,-0.181,1.555,-9.965,-13.560,-5.481
0.180,-0.191,1.571,-16.634,-21.994,-8.880
0.189,-0.203,1.582,-21.264,-27.834,-11.722
0.199,-0.216,1.590,-24.185,-32.069,-13.906
0.209,-0.229,1.594,-25.643,-35.194,-15.385
0.218,-0.238,1.594,-26.423,-37.682,-16.371
0.226,-0.247,1.593,-26.692,-39.855,-16.970
0.232,-0.254,1.592,-26.627,-41.964,-17.205
0.236,-0.260,1.591,-26.329,-44.283,-17.197
0.239,-0.265,1.590,-25.765,-46.752,-17.004
0.241,-0.269,1.588,-25.023,-49.158,-16.753
0.244,-0.272,1.583,-24.234,-51.297,-16.490
0.246,-0.272,1.576,-23.497,-53.326,-16.227
0.248,-0.270,1.565,-22.880,-55.107,-15.988
0.250,-0.265,1.554,-22.432,-56.558,-15.897
0.253,-0.262,1.541,-22.081,-57.597,-15.901
0.257,-0.259,1.527,-21.774,-58.247,-16.010
0.261,-0.257,1.512,-21.461,-58.678,-16.152
0.266,-0.256,1.498,-21.094,-59.005,-16.248
0.269,-0.255,1.485,-20.641,-59.382,-16.272
0.272,-0.254,1.474,-20.130,-59.892,-16.223
0.275,-0.253,1.463,-19.570,-60.637,-16.106
