aX,aY,aZ,gX,gY,gZ
0.327,-1.052,0.171,5.033,-1.615,4.476
0.320,-1.048,0.167,4.261,-1.802,2.758
0.314,-1.043,0.165,3.023,-1.660,0.747
0.311,-1.041,0.163,2.053,-0.887,-1.260
0.309,-1.039,0.159,1.592,0.097,-2.889
0.305,-1.038,0.156,1.528,1.020,-3.870
0.300,-1.036,0.154,1.766,1.884,-4.197
0.297,-1.035,0.152,2.271,2.754,-4.006
0.294,-1.034,0.150,3.088,3.688,-3.446
0.291,-1.032,0.148,4.017,4.601,-2.843
0.287,-1.031,0.146,4.740,5.272,-2.348
0.283,-1.029,0.144,5.050,5.694,-2.158
0.279,-1.027,0.142,4.842,5.789,-2.372
0.275,-1.025,0.140,4.074,5.661,-2.977
0.271,-1.024,0.138,2.921,5.389,-3.812
0.267,-1.022,0.136,1.606,5.076,-4.760
0.263,-1.022,0.133,0.529,4.785,-5.641
0.260,-1.021,0.131,-0.237,4.553,-6.395
0.258,-1.021,0.129,-0.688,4.393,-7.032
0.255,-1.022,0.127,-0.869,4.303,-7.594
0.253,-1.022,0.125,-0.846,4.267,-7.987
0.251,-1.023,0.123,-0.695,4.226,-8.257
0.249,-1.023,0.121,-0.508,4.103,-8.430
0.247,-1.023,0.119,-0.356,3.807,-8.508
0.244,-1.023,0.118,-0.224,3.363,-8.528
0.242,-1.023,0.116,-0.129,2.749,-8.500
0.240,-1.023,0.115,-0.065,1.996,-8.376
0.238,-1.022,0.114,-0.075,1.153,-8.156
0.236,-1.022,0.113,-0.112,0.271,-7.884
0.234,-1.021,0.113,-0.115,-0.510,-7.617
0.233,-1.020,0.112,-0.053,-1.167,-7.385
0.231,-1.019,0.112,0.028,-1.713,-7.107
0.230,-1.018,0.112,0.099,-2.136,-6.799
0.229,-1.017,0.112,0.067,-2.419,-6.500
0.228,-1.016,0.111,-0.035,-2.534,-6.273
0.227,-1.015,0.111,-0.170,-2.564,-6.065
0.226,-1.014,0.110,-0.296,-2.539,-5.880
0.225,-1.013,0.109,-0.276,-2.484,-5.711
0.224,-1.012,0.109,-0.073,-2.447,-5.556
0.223,-1.011,0.109,0.232,-2.417,-5.373
0.222,-1.010,0.108,0.634,-2.380,-5.200
0.222,-1.010,0.107,1.256,-2.350,-4.988
0.221,-1.009,0.107,1.941,-2.336,-4.718
0.221,-1.008,0.106,2.618,-2.350,-4.381
0.220,-1.007,0.106,3.251,-2.379,-3.989
0.219,-1.007,0.106,3.838,-2.394,-3.565
0.218,-1.006,0.105,4.402,-2.420,-3.153
0.218,-1.006,0.105,4.884,-2.449,-2.740
0.217,-1.005,0.105,5.212,-2.472,-2.404
0.216,-1.004,0.105,5.399,-2.486,-2.161
0.215,-1.003,0.105,5.498,-2.469,-2.016
0.215,-1.003,0.105,5.420,-2.426,-1.935
0.214,-1.002,0.104,5.152,-2.370,-1.856
0.214,-1.002,0.104,4.845,-2.314,-1.789
0.213,-1.001,0.104,4.588,-2.253,-1.745
0.213,-1.001,0.104,4.456,-2.184,-1.711
0.212,-1.001,0.103,4.396,-2.092,-1.673
0.212,-1.000,0.103,4.406,-1.984,-1.575
0.211,-0.999,0.102,4.461,-1.881,-1.456
0.211,-0.999,0.102,4.554,-1.806,-1.329
0.211,-0.999,0.103,4.644,-1.769,-1.166
0.210,-0.999,0.103,4.740,-1.768,-0.976
0.210,-0.998,0.104,4.824,-1.797,-0.754
0.209,-0.998,0.104,4.833,-1.852,-0.498
0.209,-0.997,0.104,4.598,-1.919,-0.229
0.208,-0.997,0.104,4.175,-2.036,0.007
0.208,-0.996,0.104,3.642,-2.182,0.199
0.207,-0.995,0.104,3.015,-2.343,0.351
0.206,-0.994,0.104,2.258,-2.495,0.479
0.206,-0.993,0.104,1.480,-2.607,0.555
0.205,-0.992,0.103,0.785,-2.694,0.538
0.205,-0.992,0.103,0.265,-2.784,0.477
0.204,-0.992,0.103,-0.060,-2.881,0.449
0.204,-0.992,0.104,-0.179,-2.972,0.475
0.204,-0.992,0.104,-0.111,-3.031,0.569
0.203,-0.992,0.104,0.128,-3.053,0.743
0.203,-0.992,0.104,0.408,-3.035,0.995
0.203,-0.991,0.104,0.723,-2.993,1.262
0.203,-0.991,0.105,1.113,-2.933,1.512
0.202,-0.991,0.105,1.533,-2.844,1.741
0.202,-0.991,0.105,1.872,-2.722,1.928
0.202,-0.990,0.105,1.982,-2.589,2.070
0.201,-0.989,0.105,1.943,-2.437,2.142
0.201,-0.988,0.104,1.730,-2.293,2.115
0.200,-0.988,0.104,1.455,-2.201,1.960
0.200,-0.987,0.105,1.215,-2.143,1.754
0.200,-0.987,0.105,1.006,-2.070,1.521
0.200,-0.987,0.105,0.913,-1.961,1.284
0.200,-0.987,0.106,0.859,-1.839,1.083
0.200,-0.987,0.106,0.857,-1.712,0.933
0.200,-0.987,0.106,0.917,-1.575,0.834
0.200,-0.987,0.105,1.058,-1.422,0.766
0.200,-0.987,0.105,1.217,-1.271,0.755
0.200,-0.986,0.105,1.337,-1.149,0.785
0.199,-0.986,0.105,1.292,-1.085,0.818
0.199,-0.986,0.105,1.119,-1.057,0.825
0.199,-0.986,0.105,0.843,-1.049,0.759
0.199,-0.985,0.106,0.433,-1.075,0.663
0.199,-0.985,0.106,-0.069,-1.160,0.559
0.199,-0.985,0.106,-0.605,-1.282,0.429
0.198,-0.985,0.106,-1.198,-1.423,0.288
0.198,-0.984,0.107,-1.724,-1.557,0.147
0.198,-0.984,0.106,-2.219,-1.688,0.006
0.198,-0.984,0.106,-2.695,-1.823,-0.079
0.197,-0.984,0.106,-3.156,-1.962,-0.140
0.197,-0.984,0.106,-3.521,-2.120,-0.174
0.196,-0.984,0.106,-3.830,-2.308,-0.205
0.196,-0.984,0.106,-4.055,-2.517,-0.233
0.196,-0.984,0.105,-4.243,-2.741,-0.243
0.195,-0.984,0.105,-4.442,-2.972,-0.263
0.195,-0.984,0.105,-4.633,-3.207,-0.275
0.195,-0.984,0.105,-4.809,-3.440,-0.248
0.195,-0.985,0.105,-4.972,-3.664,-0.177
0.195,-0.985,0.105,-5.104,-3.834,-0.090
0.194,-0.985,0.105,-5.096,-3.959,0.024
