aX,aY,aZ,gX,gY,gZ
-0.156,0.036,1.024,-5.677,9.838,20.666
-0.157,0.035,1.025,-6.903,10.302,21.758
-0.158,0.035,1.026,-8.254,10.721,22.890
-0.158,0.035,1.026,-9.649,11.180,24.055
-0.157,0.035,1.025,-11.061,11.736,25.272
-0.156,0.035,1.024,-12.473,12.442,26.502
-0.154,0.035,1.022,-13.927,13.402,27.769
-0.152,0.035,1.025,-15.452,14.758,29.087
-0.150,0.035,1.025,-17.047,16.297,30.438
-0.149,0.034,1.027,-18.801,17.816,31.812
-0.147,0.033,1.029,-20.765,19.272,33.186
-0.145,0.031,1.031,-22.956,20.701,34.600
-0.143,0.029,1.035,-25.550,21.749,36.075
-0.142,0.027,1.037,-28.750,22.360,37.556
-0.139,0.025,1.035,-32.040,22.967,39.006
-0.135,0.022,1.031,-35.220,23.755,40.421
-0.131,0.019,1.026,-38.131,24.798,41.818
-0.126,0.016,1.019,-40.325,26.219,43.304
-0.122,0.012,1.012,-41.772,28.114,44.827
-0.120,0.009,1.009,-42.700,30.271,46.385
-0.118,0.005,1.007,-43.347,32.481,47.985
-0.119,0.002,1.008,-43.913,34.595,49.556
-0.120,-0.002,1.010,-44.512,36.514,51.088
-0.122,-0.005,1.014,-45.215,38.197,52.539
-0.123,-0.009,1.018,-46.080,39.584,53.889
-0.125,-0.012,1.022,-47.157,40.637,55.160
-0.127,-0.014,1.022,-48.465,41.181,56.316
-0.129,-0.015,1.016,-49.828,41.692,57.377
-0.131,-0.017,1.006,-50.919,42.308,58.299
-0.136,-0.019,0.995,-51.328,43.140,58.855
-0.142,-0.022,0.984,-51.352,44.243,59.280
-0.148,-0.025,0.974,-51.014,45.773,59.533
-0.157,-0.028,0.969,-50.451,47.373,59.656
-0.167,-0.030,0.966,-49.839,48.837,59.727
-0.178,-0.030,0.964,-49.219,50.077,59.750
-0.189,-0.029,0.962,-48.678,51.062,59.725
-0.200,-0.028,0.961,-48.242,51.800,59.655
-0.210,-0.026,0.958,-47.870,52.440,59.481
-0.220,-0.025,0.957,-47.493,52.899,59.139
-0.232,-0.024,0.955,-47.389,52.962,58.562
-0.245,-0.023,0.950,-47.475,52.902,57.935
-0.257,-0.023,0.943,-47.710,52.701,57.223
-0.270,-0.024,0.930,-48.011,52.500,56.458
-0.283,-0.027,0.915,-48.119,52.495,55.670
-0.294,-0.030,0.900,-47.967,52.635,54.905

0.647,0.041,1.224,-34.865,44.061,33.797
0.660,0.007,1.232,-33.497,39.640,19.373
0.658,-0.029,1.241,-40.621,38.610,11.695
0.648,-0.055,1.239,-63.971,38.954,9.349
0.637,-0.069,1.232,-95.138,41.476,9.273
0.629,-0.081,1.224,-121.313,45.910,10.355
0.619,-0.091,1.215,-132.934,50.926,13.219
0.604,-0.095,1.204,-134.017,55.047,16.697
0.584,-0.089,1.191,-130.497,57.660,20.532
0.562,-0.079,1.172,-123.927,58.261,24.629
0.535,-0.066,1.155,-109.288,57.689,28.720
0.506,-0.055,1.140,-87.538,56.217,32.124
0.478,-0.046,1.127,-61.661,53.062,34.670
0.451,-0.040,1.115,-35.493,48.090,36.281
0.426,-0.037,1.106,-13.538,41.734,37.212
0.403,-0.032,1.100,1.863,34.659,37.476
0.381,-0.026,1.095,10.362,27.883,37.168
0.362,-0.017,1.090,13.803,22.523,36.453
0.346,-0.008,1.085,14.421,19.039,35.151
0.332,0.000,1.081,13.603,17.184,33.326
0.318,0.007,1.080,10.911,16.445,31.110
0.304,0.012,1.080,6.373,16.271,28.642
0.289,0.014,1.080,0.367,16.316,26.079
0.273,0.014,1.081,-5.476,16.414,23.712
0.257,0.013,1.082,-10.300,16.425,21.635
0.240,0.013,1.081,-13.777,16.292,19.868
0.224,0.012,1.079,-15.945,15.905,18.472
0.208,0.012,1.077,-17.002,15.293,17.471
0.193,0.011,1.074,-17.207,14.488,16.827
0.178,0.011,1.071,-16.874,13.592,16.461
0.164,0.010,1.067,-16.043,12.705,16.329
0.150,0.010,1.064,-14.824,11.844,16.316
0.136,0.010,1.063,-13.302,11.041,16.388
0.123,0.009,1.061,-11.600,10.336,16.518
0.109,0.009,1.061,-9.853,9.743,16.644
0.097,0.009,1.061,-8.225,9.222,16.738
0.084,0.010,1.061,-6.813,8.784,16.785
0.072,0.010,1.062,-5.659,8.430,16.764
0.061,0.011,1.062,-4.882,8.148,16.663
0.050,0.012,1.062,-4.377,7.922,16.509
0.039,0.013,1.062,-4.070,7.740,16.289
0.029,0.014,1.061,-3.900,7.607,16.024
0.019,0.015,1.061,-3.821,7.529,15.731
0.009,0.015,1.061,-3.795,7.462,15.410
-0.001,0.016,1.060,-3.779,7.402,15.090
-0.011,0.016,1.059,-3.738,7.349,14.794
-0.021,0.017,1.058,-3.662,7.307,14.546
-0.030,0.017,1.056,-3.563,7.266,14.345
-0.040,0.017,1.055,-3.461,7.206,14.173
-0.049,0.016,1.054,-3.343,7.144,14.017
-0.057,0.016,1.052,-3.174,7.126,13.887
-0.064,0.015,1.050,-2.964,7.152,13.806
-0.072,0.015,1.049,-2.725,7.211,13.748
-0.079,0.015,1.048,-2.481,7.283,13.714
-0.086,0.015,1.046,-2.214,7.369,13.692
-0.093,0.016,1.044,-1.936,7.482,13.680
-0.099,0.016,1.041,-1.662,7.608,13.685
-0.106,0.017,1.039,-1.432,7.724,13.701
-0.112,0.017,1.037,-1.290,7.809,13.711
-0.118,0.017,1.035,-1.189,7.853,13.702
-0.124,0.018,1.033,-1.122,7.867,13.673
-0.129,0.018,1.031,-1.078,7.846,13.627
-0.135,0.018,1.029,-1.028,7.815,13.574
-0.139,0.018,1.027,-0.956,7.768,13.516
-0.144,0.018,1.025,-0.831,7.742,13.455
-0.148,0.019,1.023,-0.654,7.737,13.401
-0.152,0.019,1.022,-0.472,7.761,13.380
-0.156,0.020,1.021,-0.339,7.815,13.393
-0.159,0.021,1.020,-0.303,7.911,13.457
-0.162,0.022,1.019,-0.437,8.041,13.562
-0.165,0.023,1.019,-0.763,8.204,13.689
-0.168,0.024,1.018,-1.258,8.400,13.833
-0.171,0.024,1.016,-1.912,8.630,13.983
-0.174,0.025,1.015,-2.634,8.875,14.141
-0.176,0.025,1.014,-3.353,9.123,14.310
-0.180,0.025,1.013,-3.949,9.356,14.495
-0.183,0.025,1.012,-4.359,9.572,14.708
-0.186,0.025,1.010,-4.562,9.787,14.944
-0.190,0.025,1.009,-4.587,10.001,15.217
-0.193,0.025,1.008,-4.551,10.204,15.534
-0.196,0.025,1.008,-4.514,10.399,15.906
-0.199,0.025,1.007,-4.515,10.605,16.325
-0.201,0.025,1.005,-4.589,10.855,16.778
-0.203,0.026,1.004,-4.731,11.142,17.277
-0.206,0.026,1.002,-4.917,11.441,17.818
-0.210,0.026,1.000,-5.134,11.736,18.363
-0.213,0.027,0.999,-5.333,12.003,18.921
-0.217,0.027,0.998,-5.482,12.223,19.468
-0.221,0.027,0.997,-5.534,12.423,19.990
-0.224,0.026,0.996,-5.416,12.630,20.504
-0.228,0.026,0.995,-5.158,12.836,21.007
-0.231,0.026,0.995,-4.831,13.029,21.528
-0.235,0.026,0.995,-4.530,13.199,22.060
-0.238,0.027,0.994,-4.286,13.379,22.602
-0.242,0.029,0.993,-4.142,13.606,23.174
-0.245,0.031,0.991,-4.144,13.912,23.770
-0.248,0.033,0.989,-4.269,14.266,24.354
-0.252,0.035,0.987,-4.473,14.633,24.901
-0.256,0.036,0.987,-4.755,14.966,25.368
-0.259,0.037,0.986,-5.049,15.245,25.744
-0.262,0.037,0.986,-5.355,15.449,26.038
-0.265,0.036,0.987,-5.673,15.586,26.278
-0.267,0.036,0.987,-6.065,15.634,26.471
-0.268,0.035,0.986,-6.574,15.681,26.631
-0.267,0.034,0.985,-7.238,15.776,26.785
-0.267,0.033,0.982,-8.092,15.964,26.993
-0.267,0.034,0.980,-9.137,16.270,27.260
-0.267,0.034,0.977,-10.247,16.695,27.579
-0.267,0.035,0.975,-11.406,17.213,27.956
-0.268,0.035,0.973,-12.577,17.790,28.386
-0.269,0.036,0.972,-13.642,18.372,28.836
-0.270,0.036,0.970,-14.524,18.938,29.295
-0.271,0.035,0.970,-15.228,19.485,29.732
-0.271,0.034,0.969,-15.870,19.959,30.170
-0.272,0.033,0.967,-16.503,20.344,30.577
-0.274,0.032,0.965,-17.145,20.732,30.911
-0.274,0.030,0.963,-17.826,21.146,31.215
-0.274,0.028,0.961,-18.545,21.593,31.486
-0.275,0.025,0.962,-19.356,22.035,31.710

0.572,-0.114,1.252,-0.786,20.995,22.004
0.576,-0.140,1.254,-0.373,21.082,17.430
0.570,-0.160,1.256,-9.611,22.240,16.067
0.556,-0.167,1.255,-33.545,24.870,16.318
0.542,-0.169,1.249,-63.826,29.067,17.740
0.531,-0.171,1.241,-88.607,33.236,20.130
0.519,-0.175,1.229,-100.654,36.572,24.851
0.504,-0.172,1.213,-99.713,39.335,28.465
0.485,-0.160,1.195,-95.948,41.146,31.544
0.464,-0.145,1.177,-84.345,41.953,34.206
0.438,-0.132,1.160,-64.683,41.600,36.289
0.411,-0.124,1.148,-39.319,40.424,37.675
