aX,aY,aZ,gX,gY,gZ
0.295,-1.066,-0.608,-17.189,-15.689,6.174
0.304,-1.070,-0.619,-27.183,-25.317,9.671
0.315,-1.074,-0.630,-36.634,-37.376,13.516
0.328,-1.081,-0.642,-45.194,-49.769,18.349
0.342,-1.090,-0.656,-52.321,-62.164,23.966
0.356,-1.099,-0.667,-57.980,-75.032,30.167
0.369,-1.106,-0.678,-62.429,-88.917,36.945
0.380,-1.110,-0.687,-65.950,-103.167,44.013
0.389,-1.112,-0.694,-68.484,-117.535,51.143
0.393,-1.112,-0.701,-70.342,-131.518,58.057
0.395,-1.111,-0.707,-71.475,-144.820,64.826
0.394,-1.106,-0.710,-71.805,-157.489,71.344
0.389,-1.100,-0.711,-71.565,-169.340,77.538
0.381,-1.089,-0.711,-70.976,-180.066,83.457
0.370,-1.079,-0.708,-70.133,-190.093,88.754
0.352,-1.068,-0.702,-68.820,-199.374,93.532
0.334,-1.057,-0.693,-66.888,-207.774,97.955
0.314,-1.045,-0.680,-64.247,-215.623,102.096
0.292,-1.033,-0.662,-61.293,-222.902,105.946
0.270,-1.021,-0.645,-58.636,-228.924,109.607
0.249,-1.006,-0.624,-56.106,-233.952,113.043
0.226,-0.991,-0.601,-53.994,-238.254,116.064
0.203,-0.969,-0.579,-52.484,-241.515,118.547
0.180,-0.946,-0.558,-51.583,-243.630,120.700
0.154,-0.921,-0.537,-51.313,-244.952,122.437
0.129,-0.895,-0.515,-51.887,-245.472,123.458
0.096,-0.864,-0.491,-53.479,-246.494,123.534
0.060,-0.837,-0.464,-56.559,-248.839,122.875
0.023,-0.814,-0.434,-60.105,-252.413,121.857
-0.014,-0.793,-0.398,-63.564,-257.761,120.796
-0.048,-0.775,-0.354,-66.305,-264.457,119.806
-0.081,-0.755,-0.298,-67.250,-272.559,118.989
-0.114,-0.728,-0.221,-67.233,-282.223,118.250
-0.140,-0.691,-0.116,-68.146,-288.648,117.192
-0.153,-0.646,-0.038,-69.122,-286.083,115.342
-0.147,-0.609,0.013,-68.472,-279.812,110.849
-0.137,-0.580,0.046,-66.863,-236.134,104.208
-0.139,-0.563,0.063,-64.520,-180.520,97.938
-0.153,-0.563,0.065,-55.152,-127.840,90.791
-0.172,-0.574,0.058,-40.889,-82.728,82.427
-0.193,-0.581,0.047,-25.872,-47.087,74.566
-0.213,-0.582,0.031,-13.756,-18.728,68.737
-0.234,-0.586,0.012,-5.028,0.564,65.140
-0.263,-0.587,-0.004,0.596,8.688,62.424
-0.295,-0.582,-0.022,3.128,11.159,60.045
-0.326,-0.575,-0.039,3.291,10.870,57.350
-0.352,-0.567,-0.055,2.062,9.544,53.504
-0.376,-0.560,-0.067,-0.408,7.643,48.878
-0.399,-0.553,-0.077,-3.921,5.044,43.987
-0.418,-0.547,-0.082,-7.714,2.762,39.405
-0.434,-0.543,-0.083,-11.020,1.439,35.380
-0.447,-0.543,-0.081,-12.764,0.830,32.425
-0.458,-0.545,-0.076,-13.344,1.665,30.579
-0.468,-0.548,-0.070,-13.057,4.116,29.968
-0.480,-0.549,-0.065,-11.451,6.880,30.133
-0.494,-0.549,-0.060,-7.865,8.740,30.737
-0.510,-0.542,-0.056,-3.949,9.489,31.390
-0.525,-0.532,-0.054,-0.448,9.304,31.871
-0.538,-0.522,-0.053,2.189,8.887,31.993
-0.550,-0.510,-0.053,3.625,8.484,31.447
-0.560,-0.500,-0.056,4.404,8.271,30.420
-0.569,-0.492,-0.060,4.739,8.335,29.061
-0.579,-0.486,-0.065,4.787,8.464,27.540
-0.589,-0.482,-0.071,4.658,8.473,26.000
-0.598,-0.480,-0.077,4.475,8.194,24.588
-0.608,-0.478,-0.083,4.281,7.506,23.347
-0.618,-0.477,-0.087,4.151,6.618,22.290
-0.627,-0.476,-0.090,4.132,5.617,21.415
-0.636,-0.474,-0.091,4.179,4.628,20.687
-0.645,-0.470,-0.091,4.193,3.741,20.005
-0.653,-0.466,-0.091,4.101,3.083,19.299
-0.661,-0.462,-0.089,3.888,2.648,18.454
-0.670,-0.457,-0.088,3.488,2.443,17.361
-0.678,-0.452,-0.086,3.001,2.507,16.142
-0.685,-0.449,-0.085,2.494,2.888,14.872
-0.692,-0.448,-0.085,2.048,3.635,13.656
-0.698,-0.447,-0.084,1.736,4.537,12.555
-0.705,-0.447,-0.084,1.701,5.470,11.660
-0.712,-0.446,-0.085,1.895,6.336,10.986
-0.718,-0.446,-0.085,2.254,7.062,10.471
-0.725,-0.445,-0.085,2.685,7.602,10.057
-0.731,-0.443,-0.086,3.141,8.025,9.706
-0.738,-0.440,-0.086,3.536,8.317,9.317
-0.744,-0.437,-0.085,3.738,8.524,8.855
-0.750,-0.433,-0.085,3.761,8.675,8.283
-0.756,-0.430,-0.084,3.618,8.788,7.604
-0.761,-0.426,-0.082,3.340,8.862,6.830
-0.767,-0.422,-0.079,2.952,8.918,5.876
-0.773,-0.418,-0.076,2.431,8.974,4.819
-0.779,-0.414,-0.073,1.828,9.083,3.656
-0.784,-0.411,-0.070,1.167,9.388,2.416
-0.788,-0.409,-0.068,0.517,9.878,1.174
-0.792,-0.407,-0.066,-0.081,10.578,-0.057
-0.795,-0.408,-0.066,-0.550,11.636,-1.239
-0.797,-0.409,-0.067,-0.844,13.175,-2.287
-0.800,-0.410,-0.069,-0.924,14.971,-3.233
-0.802,-0.412,-0.071,-0.645,16.840,-4.021
-0.805,-0.413,-0.073,-0.186,18.629,-4.746
-0.809,-0.414,-0.074,0.335,20.261,-5.418
-0.813,-0.413,-0.075,0.859,21.613,-6.106
-0.818,-0.412,-0.076,1.262,22.676,-6.890
-0.822,-0.411,-0.076,1.562,23.495,-7.787
-0.826,-0.410,-0.075,1.771,24.160,-8.794
-0.829,-0.409,-0.076,1.939,24.852,-9.954
-0.831,-0.408,-0.077,2.137,25.704,-11.195
-0.832,-0.409,-0.079,2.434,26.884,-12.440
-0.832,-0.410,-0.083,2.950,28.532,-13.655
-0.831,-0.412,-0.088,3.744,30.466,-14.833
-0.830,-0.414,-0.094,5.020,32.607,-15.911
-0.830,-0.417,-0.099,6.670,34.797,-16.922
-0.829,-0.420,-0.105,8.662,36.874,-17.855
-0.830,-0.421,-0.109,11.005,38.685,-18.713
-0.830,-0.422,-0.112,13.792,40.149,-19.564
-0.832,-0.422,-0.114,16.645,41.253,-20.448
-0.834,-0.421,-0.114,19.252,42.017,-21.378
-0.836,-0.419,-0.113,21.370,42.597,-22.406
-0.838,-0.416,-0.112,22.718,43.045,-23.809
-0.839,-0.413,-0.109,23.477,43.409,-25.553

0.357,-1.013,-0.572,16.045,27.418,-21.072
0.369,-1.019,-0.576,9.497,11.675,-15.506
0.381,-1.024,-0.583,3.559,-3.286,-9.460
0.392,-1.027,-0.595,-1.950,-17.119,-3.219
0.401,-1.030,-0.606,-7.318,-30.186,2.914
0.409,-1.032,-0.617,-13.309,-42.748,8.819
0.416,-1.032,-0.628,-19.673,-55.112,14.332
0.422,-1.033,-0.639,-26.145,-68.621,19.389
0.427,-1.034,-0.650,-32.335,-82.655,24.076
0.431,-1.036,-0.659,-36.188,-96.798,28.784
0.433,-1.039,-0.665,-39.961,-110.944,33.661
0.433,-1.042,-0.670,-42.524,-124.741,38.828
0.431,-1.044,-0.674,-44.018,-138.147,44.369
0.427,-1.045,-0.674,-44.631,-151.000,50.125
0.420,-1.046,-0.673,-44.634,-163.103,55.994
0.411,-1.043,-0.672,-44.382,-173.325,61.760
0.400,-1.039,-0.670,-43.819,-181.352,67.264
