-0.823,-0.785,-0.311,-5.757,3.711,-1.778
-0.823,-0.784,-0.323,-12.147,4.838,-1.116
-0.825,-0.782,-0.337,-19.162,5.256,-0.424
-0.825,-0.780,-0.350,-27.081,5.137,0.305
-0.826,-0.779,-0.363,-35.296,4.557,1.057
-0.825,-0.778,-0.375,-43.457,2.908,1.833
-0.823,-0.779,-0.386,-50.809,0.168,2.643
-0.820,-0.780,-0.395,-56.418,-3.795,3.475
-0.816,-0.783,-0.403,-60.488,-8.911,4.381
-0.811,-0.787,-0.409,-63.144,-15.300,5.435
-0.805,-0.790,-0.416,-64.634,-22.268,6.725
-0.800,-0.791,-0.423,-65.049,-29.916,8.148
-0.795,-0.789,-0.428,-64.969,-39.076,9.667
-0.790,-0.786,-0.431,-64.591,-49.640,11.174
-0.787,-0.781,-0.431,-63.923,-61.739,12.493
-0.783,-0.775,-0.427,-63.135,-75.608,13.622
-0.778,-0.769,-0.420,-62.236,-89.768,14.570
-0.773,-0.762,-0.409,-61.208,-103.549,15.250
-0.767,-0.755,-0.396,-60.106,-116.447,15.703
-0.761,-0.747,-0.378,-58.927,-128.160,15.933
-0.756,-0.740,-0.358,-57.647,-138.714,15.892
-0.750,-0.734,-0.336,-56.222,-148.413,15.656
-0.743,-0.729,-0.310,-54.785,-157.406,15.307
-0.736,-0.723,-0.278,-53.411,-165.484,14.901
-0.728,-0.716,-0.245,-52.257,-172.041,14.456
-0.719,-0.708,-0.213,-51.427,-176.744,13.975
-0.707,-0.701,-0.187,-50.939,-178.827,13.447
-0.695,-0.695,-0.166,-50.643,-178.958,12.821
-0.681,-0.692,-0.148,-50.548,-177.708,12.074
-0.666,-0.690,-0.133,-50.407,-175.738,11.300
-0.649,-0.690,-0.116,-50.172,-174.021,10.602
-0.633,-0.692,-0.101,-49.551,-172.384,9.876
-0.618,-0.693,-0.081,-48.635,-171.309,9.230
-0.603,-0.694,-0.058,-47.499,-170.363,8.686
-0.588,-0.695,-0.032,-46.249,-169.142,8.215
-0.572,-0.694,-0.004,-44.838,-167.485,7.784
-0.555,-0.693,0.025,-43.452,-165.054,7.391
-0.539,-0.691,0.056,-42.210,-162.062,7.015
-0.522,-0.686,0.085,-41.141,-158.573,6.599
-0.506,-0.684,0.113,-40.136,-154.840,6.067
-0.492,-0.682,0.138,-39.179,-151.283,5.361
-0.479,-0.681,0.161,-38.299,-146.821,4.388
-0.462,-0.677,0.180,-37.664,-139.855,2.656
-0.455,-0.676,0.202,-37.408,-131.622,0.709
-0.450,-0.676,0.220,-37.273,-122.659,-1.454
-0.449,-0.677,0.235,-37.111,-114.299,-3.777
-0.450,-0.678,0.250,-36.963,-106.924,-5.855
-0.451,-0.679,0.263,-36.937,-100.870,-7.625
-0.452,-0.680,0.275,-37.047,-95.735,-9.063
-0.454,-0.681,0.287,-37.341,-91.293,-10.106
-0.456,-0.684,0.299,-37.715,-87.299,-10.835
-0.456,-0.689,0.310,-38.036,-83.578,-11.272
-0.457,-0.694,0.319,-38.142,-80.121,-11.362
-0.457,-0.701,0.327,-38.010,-77.087,-11.236
-0.457,-0.708,0.334,-37.600,-74.824,-10.888
-0.458,-0.714,0.340,-36.961,-73.153,-10.355
-0.458,-0.720,0.345,-36.120,-71.797,-9.684
-0.458,-0.725,0.350,-35.202,-70.528,-8.987
-0.457,-0.729,0.355,-34.152,-69.275,-8.304
-0.456,-0.733,0.361,-32.913,-68.007,-7.668
-0.455,-0.736,0.367,-31.606,-66.605,-7.082
-0.454,-0.739,0.372,-30.295,-64.923,-6.556
-0.453,-0.741,0.378,-29.028,-63.083,-6.125
-0.452,-0.742,0.383,-27.892,-61.129,-5.780
-0.451,-0.742,0.389,-26.868,-59.080,-5.524
-0.450,-0.743,0.394,-25.974,-56.995,-5.363
