
-0.806,-0.555,0.552,-91.142,46.447,26.782
-0.800,-0.569,0.556,-91.740,45.497,19.458
-0.792,-0.587,0.560,-91.387,45.406,12.704
-0.782,-0.608,0.561,-90.118,46.758,6.674
-0.771,-0.632,0.562,-88.247,49.132,1.526
-0.760,-0.656,0.565,-86.179,52.536,-2.485
-0.748,-0.678,0.566,-82.800,57.206,-5.599
-0.736,-0.697,0.566,-78.097,63.608,-7.979
-0.724,-0.714,0.567,-72.198,70.772,-9.713
-0.711,-0.727,0.569,-65.327,78.118,-10.941
-0.699,-0.737,0.572,-58.990,85.585,-11.943
-0.685,-0.747,0.576,-54.271,94.358,-12.635
-0.668,-0.755,0.578,-51.107,104.110,-13.076
-0.650,-0.766,0.578,-49.268,114.290,-13.437
-0.630,-0.781,0.576,-48.025,124.676,-13.684
-0.609,-0.797,0.569,-46.995,135.747,-13.784
-0.586,-0.817,0.559,-45.971,146.756,-13.711
-0.563,-0.839,0.544,-43.831,157.559,-13.299
-0.538,-0.868,0.528,-39.853,167.767,-12.316
-0.510,-0.897,0.510,-33.370,178.238,-10.313
-0.479,-0.926,0.490,-24.175,189.220,-6.754
-0.447,-0.952,0.470,-13.127,200.613,0.194
-0.413,-0.974,0.448,-2.210,212.394,8.216
-0.377,-0.992,0.425,6.155,224.051,18.034
-0.342,-1.008,0.400,11.379,234.127,28.917
-0.310,-1.021,0.372,14.027,241.529,39.893
-0.281,-1.030,0.343,15.207,245.905,50.378
-0.256,-1.037,0.312,15.351,248.035,60.415
-0.233,-1.042,0.280,15.124,248.866,70.465
-0.212,-1.047,0.244,14.794,248.900,80.696
-0.192,-1.052,0.202,14.521,248.067,91.229
-0.174,-1.054,0.161,14.405,245.965,102.213
-0.157,-1.053,0.119,14.513,243.190,113.753
-0.142,-1.049,0.076,14.865,239.879,126.270
-0.130,-1.038,0.033,15.558,236.006,138.852
-0.121,-1.023,-0.011,16.395,231.754,150.918
-0.114,-1.006,-0.058,17.252,227.053,162.008
-0.110,-0.986,-0.104,18.011,221.822,171.872
-0.108,-0.965,-0.149,18.582,215.861,177.958
-0.107,-0.943,-0.191,18.863,209.257,184.305
-0.107,-0.920,-0.232,18.968,202.294,189.239
-0.106,-0.894,-0.269,18.950,195.319,192.821
-0.108,-0.868,-0.304,18.865,188.753,195.144
-0.110,-0.842,-0.337,18.781,182.723,196.312
-0.114,-0.816,-0.368,18.792,177.255,196.165
-0.120,-0.790,-0.396,18.786,172.241,195.199
-0.127,-0.765,-0.422,18.636,166.272,193.588
-0.136,-0.740,-0.444,18.309,158.518,191.461
-0.146,-0.715,-0.464,17.829,149.200,188.940
-0.158,-0.691,-0.481,17.121,138.431,186.085
-0.170,-0.666,-0.497,15.870,126.338,182.709
-0.183,-0.642,-0.509,14.247,112.847,179.028
-0.198,-0.616,-0.519,12.232,98.085,175.089
-0.215,-0.591,-0.523,9.863,81.513,170.909
-0.233,-0.567,-0.523,7.133,63.981,166.571
-0.252,-0.542,-0.519,4.043,45.968,162.082
-0.272,-0.517,-0.513,1.222,27.612,157.589
-0.294,-0.492,-0.504,-0.892,8.764,153.117
-0.318,-0.466,-0.491,-2.166,-9.402,148.704
-0.343,-0.439,-0.476,-2.706,-26.360,144.393
-0.369,-0.410,-0.455,-3.195,-41.814,140.171
-0.395,-0.379,-0.426,-4.217,-54.958,136.031
-0.422,-0.346,-0.394,-6.062,-65.708,132.047
-0.451,-0.315,-0.361,-9.118,-73.672,127.756
-0.477,-0.287,-0.330,-12.529,-77.055,121.233
-0.500,-0.264,-0.304,-15.818,-78.507,112.834
-0.520,-0.245,-0.284,-18.372,-78.368,102.810
-0.537,-0.231,-0.269,-20.147,-77.600,92.837
-0.553,-0.221,-0.258,-21.373,-76.874,83.649
-0.569,-0.215,-0.246,-22.197,-76.975,72.072
-0.580,-0.209,-0.232,-22.352,-78.297,61.594
-0.605,-0.205,-0.212,-23.426,-80.108,54.033
-0.624,-0.206,-0.183,-25.195,-82.468,48.351
-0.640,-0.210,-0.152,-26.941,-84.731,43.273
-0.653,-0.216,-0.119,-28.536,-85.929,38.450
-0.663,-0.226,-0.088,-29.835,-85.219,33.833
-0.671,-0.238,-0.062,-30.524,-83.685,29.360
-0.678,-0.252,-0.042,-30.438,-81.106,25.176
-0.686,-0.265,-0.026,-30.020,-76.820,21.429
-0.695,-0.276,-0.017,-29.467,-70.837,18.273
