0.541,-0.043,1.331,99.403,-4.337,3.064
0.545,-0.043,1.339,95.583,-3.452,3.251
0.549,-0.044,1.346,91.394,-2.308,3.455
0.552,-0.044,1.354,87.002,-0.965,3.728
0.556,-0.045,1.362,82.287,0.636,4.080
0.559,-0.046,1.370,76.938,2.378,4.515
0.563,-0.045,1.378,70.416,4.274,5.033
0.567,-0.044,1.386,62.452,6.368,5.619
0.571,-0.044,1.393,53.359,8.824,6.272
0.575,-0.048,1.398,43.493,11.794,7.010
0.580,-0.053,1.401,34.025,15.505,7.797
0.584,-0.061,1.402,25.521,20.533,8.610
0.588,-0.070,1.401,18.252,26.556,9.507
0.591,-0.080,1.396,12.195,33.677,10.598
0.593,-0.090,1.389,6.985,42.107,11.908
0.593,-0.102,1.382,2.628,51.304,13.246
0.592,-0.112,1.372,-1.391,61.165,14.722
0.589,-0.118,1.362,-5.490,71.177,16.361
0.584,-0.124,1.349,-9.733,81.301,18.152
0.579,-0.131,1.335,-13.980,90.991,20.013
0.572,-0.139,1.318,-17.960,100.283,21.875
0.565,-0.147,1.299,-21.496,109.311,23.662
0.558,-0.156,1.278,-24.559,117.945,25.427
0.550,-0.165,1.255,-27.160,126.023,27.219
0.541,-0.173,1.229,-29.252,133.689,28.974
0.532,-0.182,1.202,-30.801,141.058,30.791
0.523,-0.189,1.174,-31.474,147.988,32.704
0.513,-0.198,1.144,-31.512,154.605,34.608
0.503,-0.207,1.112,-31.079,161.141,36.496
0.494,-0.215,1.081,-30.271,167.958,38.460
0.485,-0.221,1.053,-28.985,174.456,40.433
0.474,-0.226,1.026,-27.284,180.387,42.254
0.464,-0.230,1.001,-25.079,185.166,43.716
0.452,-0.231,0.978,-22.601,188.883,44.984
0.442,-0.232,0.956,-19.902,190.996,46.026
0.430,-0.232,0.938,-16.920,191.867,46.865
0.419,-0.232,0.920,-13.138,191.459,47.290
0.406,-0.236,0.899,-7.395,190.069,47.250
0.394,-0.241,0.878,0.092,188.057,46.798
0.381,-0.244,0.856,9.067,185.676,45.880
0.367,-0.242,0.831,18.481,183.896,44.864
0.355,-0.238,0.806,26.776,182.430,43.854
0.337,-0.230,0.784,33.028,180.246,41.435
0.312,-0.216,0.766,35.956,176.975,39.125
0.301,-0.195,0.745,36.138,174.254,37.694
0.334,-0.189,0.728,36.004,173.756,37.685
0.323,-0.181,0.711,37.101,171.132,36.632
0.291,-0.171,0.694,38.161,166.716,34.611
0.259,-0.163,0.684,37.910,161.513,33.803
0.233,-0.159,0.670,37.220,156.584,33.520
0.216,-0.154,0.655,36.816,152.125,33.795
0.202,-0.149,0.642,36.501,147.651,34.226
