aX,aY,aZ,gX,gY,gZ
0.604,-0.072,0.904,-7.102,11.476,5.540
0.602,-0.072,0.905,-7.082,12.237,5.972
0.600,-0.073,0.906,-7.070,12.996,6.394
0.599,-0.074,0.908,-7.045,13.765,6.803
0.597,-0.075,0.909,-6.995,14.545,7.221

0.565,0.126,1.299,-8.346,-3.072,4.231
0.589,0.125,1.321,-11.154,-15.651,1.315
0.615,0.123,1.339,-15.253,-23.332,-1.323
0.640,0.119,1.355,-20.259,-27.325,-3.500
0.664,0.114,1.369,-25.111,-28.845,-5.182
0.684,0.109,1.381,-29.258,-28.562,-6.290
0.699,0.105,1.391,-32.808,-27.773,-6.897
0.710,0.103,1.398,-35.736,-26.692,-6.979
0.718,0.102,1.400,-37.885,-25.542,-6.796
0.720,0.102,1.398,-39.227,-24.367,-6.452
0.718,0.102,1.391,-39.826,-23.236,-5.971
0.712,0.104,1.381,-39.807,-22.165,-5.481
0.704,0.108,1.369,-39.247,-21.214,-5.042
0.695,0.112,1.354,-38.447,-20.428,-4.652
0.684,0.118,1.339,-37.498,-19.893,-4.363
0.673,0.123,1.323,-36.491,-19.551,-4.166
0.662,0.130,1.307,-35.469,-19.442,-4.107
0.651,0.135,1.291,-34.421,-19.562,-4.162
0.642,0.140,1.276,-33.355,-19.896,-4.338
0.638,0.145,1.261,-32.335,-20.498,-4.622
0.631,0.150,1.246,-31.398,-21.213,-5.044
0.626,0.154,1.231,-30.532,-22.005,-5.587
0.622,0.156,1.216,-29.725,-22.822,-6.238
0.619,0.157,1.202,-28.961,-23.529,-6.894
0.617,0.157,1.188,-28.183,-24.139,-7.611
0.615,0.155,1.175,-27.354,-24.656,-8.385
0.613,0.152,1.164,-26.234,-25.159,-9.179
0.613,0.148,1.154,-24.903,-25.730,-9.910
0.613,0.145,1.147,-23.494,-26.358,-10.561
0.614,0.142,1.139,-22.126,-26.987,-11.128
0.615,0.140,1.132,-20.842,-27.581,-11.599
0.617,0.137,1.125,-19.598,-28.048,-11.933
0.619,0.135,1.117,-18.361,-28.367,-12.199
0.622,0.134,1.109,-17.166,-28.530,-12.424
0.625,0.134,1.102,-16.028,-28.539,-12.628
0.628,0.133,1.094,-14.933,-28.450,-12.753
0.630,0.132,1.087,-13.866,-28.316,-12.857
0.632,0.131,1.081,-12.845,-28.197,-12.905
0.634,0.130,1.075,-11.906,-28.090,-12.931
0.635,0.129,1.069,-11.033,-27.994,-12.956
0.636,0.129,1.063,-10.207,-27.912,-12.967
0.636,0.128,1.057,-9.468,-27.831,-12.971
0.636,0.128,1.050,-8.826,-27.723,-12.995
0.636,0.128,1.042,-8.290,-27.592,-13.029
0.636,0.129,1.035,-7.831,-27.407,-13.056
0.635,0.129,1.028,-7.426,-27.151,-13.104
0.635,0.130,1.020,-7.056,-26.861,-13.157
0.635,0.131,1.013,-6.712,-26.556,-13.232
0.634,0.132,1.006,-6.387,-26.254,-13.300
0.633,0.133,1.000,-6.050,-25.987,-13.361
0.632,0.134,0.993,-5.685,-25.781,-13.399
0.632,0.135,0.987,-5.300,-25.619,-13.407
0.631,0.136,0.981,-4.899,-25.472,-13.395
0.631,0.137,0.975,-4.500,-25.315,-13.416
0.630,0.138,0.969,-4.175,-25.146,-13.442
0.630,0.139,0.964,-3.943,-24.957,-13.475
0.630,0.140,0.960,-3.780,-24.763,-13.540
0.631,0.141,0.955,-3.688,-24.571,-13.600
0.631,0.141,0.951,-3.673,-24.376,-13.674
0.632,0.142,0.947,-3.716,-24.166,-13.750
0.632,0.143,0.943,-3.793,-23.949,-13.845
0.633,0.143,0.939,-3.858,-23.742,-13.949
0.634,0.143,0.935,-3.872,-23.548,-14.009
0.634,0.144,0.931,-3.815,-23.332,-14.063
0.635,0.144,0.927,-3.715,-23.091,-14.111
0.636,0.145,0.923,-3.581,-22.815,-14.136
